Customer_ID,Email,Phone,Address,City,Country,Postal_Code,Last_Updated_Date,Preferred_Contact_Method
2404,customer2404@example.com,9140042320,512 Sample Street,Bangalore,Singapore,566960,2025-07-14,Phone
5255,customer5255@example.com,9452847042,700 Sample Street,Hyderabad,India,748307,2025-06-25,Email
9422,customer9422@example.com,9460218959,323 Sample Street,Bangalore,India,545101,2023-11-02,Email
1966,customer1966@example.com,9156191907,929 Sample Street,Kolkata,India,730152,2023-10-14,SMS
6864,customer6864@example.com,9569692187,525 Sample Street,Kolkata,Singapore,319963,2024-08-14,Phone
3033,customer3033@example.com,9683307261,834 Sample Street,Delhi,Singapore,766326,2023-09-01,SMS
5710,customer5710@example.com,9289599503,682 Sample Street,Chennai,India,489957,2023-11-11,SMS
7373,customer7373@example.com,9540744635,877 Sample Street,Hyderabad,India,289407,2023-08-02,Email
8755,customer8755@example.com,9267319207,831 Sample Street,Delhi,India,834994,2024-05-08,Email
10738,customer10738@example.com,123,641 Sample Street,Singapore,Singapore,953049,2024-04-08,Email
4339,customer4339@example.com,9015874064,790 Sample Street,Delhi,India,352764,2025-04-30,SMS
10755,customer10755@example.com,9292458403,453 Sample Street,Mumbai,India,326507,2025-05-29,Phone
8595,customer8595@example.com,9946304699,758 Sample Street,Kolkata,India,460260,2025-09-24,SMS
2968,,9139929074,516 Sample Street,Singapore,Singapore,651951,2023-11-02,SMS
8601,customer8601@example.com,9610371200,957 Sample Street,Chennai,India,987474,2024-11-01,Email
503,customer503@example.com,9420079121,35 Sample Street,Chennai,India,651638,2023-09-06,Email
8430,customer8430@example.com,9979991286,196 Sample Street,Kolkata,Singapore,182745,2024-08-19,SMS
7281,customer7281@example.com,9173848394,457 Sample Street,Chennai,Singapore,791095,2025-06-24,SMS
2139,customer2139@example.com,9202310676,190 Sample Street,Mumbai,India,525695,2025-11-26,SMS
1371,customer1371@example.com,9066828003,880 Sample Street,Bangalore,Singapore,219180,2024-02-03,Phone
9909,customer9909@example.com,9203828632,506 Sample Street,Delhi,Singapore,105486,2025-08-11,SMS
7286,customer7286@example.com,9442834346,144 Sample Street,Pune,India,389336,2025-11-24,Email
7244,customer7244@example.com,9499694261,751 Sample Street,Mumbai,India,827627,2025-12-24,Phone
6566,,123,795 Sample Street,Bangalore,Singapore,905497,2025-06-22,Email
8614,customer8614@example.com,9445270530,511 Sample Street,Mumbai,Singapore,792440,2023-01-01,SMS
4114,customer4114@example.com,9335256992,39 Sample Street,Kolkata,Singapore,639773,2024-10-08,SMS
1331,customer1331@example.com,9193786028,191 Sample Street,Delhi,Singapore,855195,2024-12-29,SMS
2225,customer2225@example.com,9870545945,213 Sample Street,Kolkata,Singapore,292714,2023-11-30,Phone
9381,customer9381@example.com,9432238180,526 Sample Street,Hyderabad,Singapore,359214,2024-11-13,SMS
6260,customer6260@example.com,9045526897,358 Sample Street,Bangalore,India,488043,2024-11-20,Phone
10383,customer10383@example.com,9479397914,41 Sample Street,Pune,India,XX999,2023-01-01,SMS
7437,customer7437@example.com,9508043251,883 Sample Street,Kolkata,Singapore,673695,2024-01-24,Email
8557,customer8557@example.com,9819714670,374 Sample Street,Bangalore,Singapore,127712,2023-01-01,Phone
8375,customer8375@example.com,9049850018,99 Sample Street,Singapore,Singapore,370846,2024-12-13,SMS
6853,customer6853@example.com,9465044524,23 Sample Street,Bangalore,Singapore,909956,2024-06-16,Email
3076,,9499204802,685 Sample Street,Singapore,Singapore,XX999,2024-10-13,Email
1012,,9007176991,438 Sample Street,Singapore,India,536341,2023-11-23,Email
6518,customer6518@example.com,9105480644,910 Sample Street,Bangalore,India,585450,2024-10-24,SMS
4137,customer4137@example.com,9651511121,308 Sample Street,Kolkata,Singapore,456600,2025-07-20,SMS
8082,customer8082@example.com,9076920439,184 Sample Street,Delhi,India,316464,2023-01-01,Email
1386,customer1386@example.com,9037415412,111 Sample Street,Kolkata,India,779574,2025-07-03,Email
9369,customer9369@example.com,123,667 Sample Street,Mumbai,Singapore,431868,2024-03-01,SMS
4477,customer4477@example.com,9192244195,405 Sample Street,Hyderabad,India,664037,2024-08-07,Phone
1357,,9489109898,47 Sample Street,Hyderabad,India,274293,2025-05-08,SMS
1402,customer1402@example.com,9709307023,719 Sample Street,Singapore,Singapore,575774,2025-11-07,Email
10629,customer10629@example.com,9596719726,3 Sample Street,Hyderabad,India,904462,2023-12-14,Email
6312,customer6312@example.com,9195228649,39 Sample Street,Bangalore,Singapore,347736,2025-04-04,Email
8132,customer8132@example.com,9659803839,67 Sample Street,Kolkata,Singapore,706440,2025-09-15,Phone
1050,customer1050@example.com,9135177029,425 Sample Street,Delhi,India,291076,2023-01-01,Phone
5846,customer5846@example.com,9391754804,662 Sample Street,Bangalore,Singapore,216421,2024-05-30,Phone
1859,customer1859@example.com,9637686227,229 Sample Street,Mumbai,Singapore,962755,2025-05-24,SMS
7503,customer7503@example.com,9513355075,947 Sample Street,Singapore,Singapore,360669,2024-10-18,Email
10401,customer10401@example.com,9179245953,787 Sample Street,Delhi,India,289139,2025-05-22,Phone
1618,customer1618@example.com,9300954320,902 Sample Street,Kolkata,Singapore,866641,2025-12-23,Phone
3332,,123,329 Sample Street,Singapore,Singapore,872042,2023-01-01,Phone
2261,customer2261@example.com,9620414781,588 Sample Street,Singapore,India,435842,2024-07-04,Phone
5346,customer5346@example.com,9075784244,5 Sample Street,Kolkata,India,512498,2024-12-19,Phone
4119,customer4119@example.com,9938981776,616 Sample Street,Kolkata,Singapore,139711,2024-02-11,Email
535,customer535@example.com,9506080061,974 Sample Street,Chennai,Singapore,192263,2025-11-24,Email
5268,customer5268@example.com,9255262793,15 Sample Street,Singapore,India,957756,2025-03-19,Email
273,customer273@example.com,9363580460,254 Sample Street,Singapore,India,954211,2024-05-14,SMS
4452,customer4452@example.com,9194905537,948 Sample Street,Delhi,Singapore,402775,2023-01-01,SMS
8504,customer8504@example.com,9743122339,811 Sample Street,Mumbai,Singapore,754618,2025-10-25,Email
771,customer771@example.com,9397557699,141 Sample Street,Mumbai,Singapore,959751,2023-01-01,Phone
8996,customer8996@example.com,9807334747,127 Sample Street,Mumbai,Singapore,938761,2024-05-08,SMS
9235,customer9235@example.com,9985278560,814 Sample Street,Singapore,Singapore,384260,2024-11-23,Phone
5798,customer5798@example.com,9935680562,936 Sample Street,Pune,India,430388,2024-10-28,Email
11178,customer11178@example.com,9848938498,803 Sample Street,Pune,Singapore,950163,2024-07-14,Phone
2230,customer2230@example.com,9951611025,664 Sample Street,Hyderabad,Singapore,429670,2025-07-06,SMS
7516,customer7516@example.com,9547005914,49 Sample Street,Chennai,India,346726,2023-09-06,Phone
7247,customer7247@example.com,9380355706,769 Sample Street,Mumbai,Singapore,626047,2025-08-14,Phone
11100,customer11100@example.com,9627207210,590 Sample Street,Mumbai,Singapore,924690,2025-07-11,SMS
4646,customer4646@example.com,9115015230,264 Sample Street,Bangalore,India,374486,2023-08-15,Email
3037,customer3037@example.com,9299210661,391 Sample Street,Pune,Singapore,209575,2023-09-22,Email
1473,customer1473@example.com,9862767584,579 Sample Street,Pune,India,139986,2024-05-03,Email
1016,customer1016@example.com,9712773345,469 Sample Street,Kolkata,India,711213,2023-12-29,SMS
4518,customer4518@example.com,9616960642,624 Sample Street,Singapore,India,267292,2024-07-03,SMS
9370,customer9370@example.com,9110439126,119 Sample Street,Mumbai,Singapore,478387,2025-04-16,Phone
8908,customer8908@example.com,9458142395,364 Sample Street,Mumbai,Singapore,356713,2025-07-28,SMS
8373,customer8373@example.com,9760120871,237 Sample Street,Delhi,India,986040,2025-01-08,Phone
7533,,9855399164,75 Sample Street,Bangalore,India,418277,2025-08-09,Email
2683,customer2683@example.com,9493851048,998 Sample Street,Chennai,India,752665,2024-05-24,Phone
3629,customer3629@example.com,9649548571,268 Sample Street,Singapore,Singapore,277900,2023-01-01,SMS
10991,customer10991@example.com,9690949150,819 Sample Street,Hyderabad,India,121172,2023-01-01,Email
5077,customer5077@example.com,9294730672,310 Sample Street,Singapore,India,808662,2024-04-19,Email
7431,customer7431@example.com,123,467 Sample Street,Chennai,Singapore,560514,2025-05-03,SMS
3267,customer3267@example.com,9018914887,17 Sample Street,Kolkata,India,941344,2025-05-30,SMS
999,customer999@example.com,9798622142,478 Sample Street,Singapore,Singapore,644869,2023-08-20,Email
9215,customer9215@example.com,9240098607,339 Sample Street,Delhi,Singapore,302503,2024-03-12,Phone
2286,customer2286@example.com,9064557818,268 Sample Street,Delhi,India,177454,2024-06-10,Email
1592,customer1592@example.com,9989960694,86 Sample Street,Singapore,India,980889,2024-12-07,Phone
367,customer367@example.com,9468271613,935 Sample Street,Singapore,India,381570,2024-11-26,Email
5234,customer5234@example.com,9960721247,986 Sample Street,Bangalore,Singapore,776022,2025-01-03,Phone
9862,customer9862@example.com,9670358109,108 Sample Street,Hyderabad,Singapore,311837,2024-10-09,Email
9805,customer9805@example.com,9629161263,29 Sample Street,Delhi,Singapore,522845,2024-09-12,Phone
6205,customer6205@example.com,9487898634,577 Sample Street,Singapore,Singapore,132733,2024-02-13,SMS
8442,customer8442@example.com,9271314804,975 Sample Street,Pune,India,266472,2024-11-29,SMS
7386,customer7386@example.com,9087394456,440 Sample Street,Bangalore,India,811998,2025-03-06,Email
7215,customer7215@example.com,9718633735,885 Sample Street,Mumbai,India,426898,2024-08-27,Email
1491,customer1491@example.com,9918980927,774 Sample Street,Kolkata,Singapore,698069,2025-11-16,Email
11071,customer11071@example.com,9608239092,690 Sample Street,Kolkata,India,474999,2025-12-30,Phone
3381,customer3381@example.com,9257883418,952 Sample Street,Bangalore,Singapore,143642,2024-07-10,Email
8268,customer8268@example.com,9828198784,395 Sample Street,Bangalore,India,412250,2025-05-21,Phone
11051,,9757491544,973 Sample Street,Chennai,Singapore,669936,2025-09-10,Phone
8026,customer8026@example.com,9729277170,262 Sample Street,Pune,India,186231,2025-08-08,SMS
433,customer433@example.com,9708849356,133 Sample Street,Pune,Singapore,148874,2024-06-24,Email
9597,customer9597@example.com,9982699461,356 Sample Street,Chennai,Singapore,226209,2024-01-15,SMS
1295,customer1295@example.com,9610807172,326 Sample Street,Chennai,Singapore,XX999,2024-11-14,Email
5290,customer5290@example.com,9698145333,242 Sample Street,Hyderabad,India,238563,2024-01-02,SMS
1685,customer1685@example.com,9050950597,210 Sample Street,Pune,India,954321,2025-04-07,SMS
5342,customer5342@example.com,9323605296,538 Sample Street,Mumbai,India,111745,2024-10-29,SMS
9579,customer9579@example.com,9130286631,687 Sample Street,Bangalore,India,440941,2025-10-10,Email
7660,customer7660@example.com,9520744352,953 Sample Street,Hyderabad,Singapore,787556,2024-12-11,SMS
1461,customer1461@example.com,9095120871,271 Sample Street,Bangalore,India,516235,2025-06-08,Phone
821,customer821@example.com,9780471362,349 Sample Street,Mumbai,India,707167,2024-02-09,SMS
11084,customer11084@example.com,9792386033,521 Sample Street,Pune,Singapore,466245,2023-09-24,SMS
8690,customer8690@example.com,9554417707,789 Sample Street,Chennai,India,878513,2023-01-01,SMS
2937,,9158058752,88 Sample Street,Hyderabad,India,830664,2023-01-01,Phone
9701,customer9701@example.com,9855309710,2 Sample Street,Chennai,Singapore,368512,2023-10-24,Email
9949,customer9949@example.com,123,90 Sample Street,Hyderabad,India,150861,2025-09-02,SMS
10837,customer10837@example.com,9119607258,774 Sample Street,Delhi,India,742120,2025-01-08,Phone
3120,customer3120@example.com,9817713633,390 Sample Street,Singapore,India,783321,2025-12-11,Phone
5885,customer5885@example.com,9928915682,122 Sample Street,Bangalore,India,787250,2023-01-01,SMS
4050,customer4050@example.com,9376462151,723 Sample Street,Pune,India,887093,2024-07-02,Phone
3830,customer3830@example.com,9782922506,332 Sample Street,Kolkata,Singapore,619984,2023-08-24,SMS
7987,customer7987@example.com,9497343371,689 Sample Street,Kolkata,Singapore,442962,2024-05-04,SMS
7798,customer7798@example.com,9839413113,774 Sample Street,Mumbai,India,915858,2024-12-27,SMS
92,customer92@example.com,9952174029,520 Sample Street,Pune,Singapore,257795,2023-12-12,Email
7055,customer7055@example.com,9691644585,828 Sample Street,Chennai,Singapore,722605,2024-08-16,Email
10240,customer10240@example.com,9683165088,28 Sample Street,Delhi,Singapore,429793,2025-07-23,Email
3025,customer3025@example.com,9440773692,630 Sample Street,Bangalore,India,444333,2024-05-20,SMS
9283,customer9283@example.com,9998043708,576 Sample Street,Mumbai,India,614933,2025-03-24,Phone
9970,customer9970@example.com,9844400775,620 Sample Street,Bangalore,India,576410,2023-08-04,Phone
2730,customer2730@example.com,9184390625,485 Sample Street,Hyderabad,Singapore,259476,2025-11-04,Email
2795,customer2795@example.com,9400293417,251 Sample Street,Singapore,Singapore,345546,2025-08-29,Phone
9260,customer9260@example.com,9181867165,852 Sample Street,Bangalore,Singapore,XX999,2023-01-01,SMS
8182,,9319671406,776 Sample Street,Kolkata,Singapore,778556,2025-01-15,SMS
10095,customer10095@example.com,9545106699,414 Sample Street,Bangalore,Singapore,548625,2025-08-10,Phone
8475,customer8475@example.com,9977078300,147 Sample Street,Delhi,India,965566,2024-03-19,SMS
4370,customer4370@example.com,9448911580,681 Sample Street,Pune,India,842488,2024-02-14,SMS
10573,customer10573@example.com,9848315352,454 Sample Street,Hyderabad,India,136321,2024-05-18,Email
3712,customer3712@example.com,9862075684,655 Sample Street,Kolkata,India,451296,2025-10-18,Phone
6637,customer6637@example.com,123,940 Sample Street,Bangalore,India,179973,2023-01-01,SMS
3152,customer3152@example.com,9279182497,816 Sample Street,Kolkata,Singapore,864357,2024-04-13,Phone
5610,customer5610@example.com,9984143651,364 Sample Street,Kolkata,Singapore,965146,2024-11-01,SMS
6460,customer6460@example.com,9466483234,141 Sample Street,Chennai,Singapore,358517,2023-11-07,Phone
1349,customer1349@example.com,9134327931,2 Sample Street,Pune,India,800336,2024-05-23,SMS
1880,customer1880@example.com,9398696670,938 Sample Street,Mumbai,Singapore,829532,2025-03-10,Email
641,customer641@example.com,9733356507,685 Sample Street,Bangalore,India,506889,2024-06-22,SMS
8717,customer8717@example.com,9655458989,984 Sample Street,Delhi,Singapore,700441,2024-04-09,Email
10314,customer10314@example.com,9977094317,531 Sample Street,Hyderabad,India,529667,2025-11-03,Phone
10854,customer10854@example.com,9698123906,242 Sample Street,Kolkata,India,751844,2024-02-15,Email
10492,customer10492@example.com,9021064054,655 Sample Street,Bangalore,India,192578,2023-01-01,Phone
6935,customer6935@example.com,9988812641,835 Sample Street,Singapore,India,486601,2024-12-24,Phone
7698,,9680672395,554 Sample Street,Singapore,India,131007,2025-07-19,Phone
3559,customer3559@example.com,9374032870,891 Sample Street,Hyderabad,India,334565,2024-11-03,SMS
10562,customer10562@example.com,9630144757,562 Sample Street,Bangalore,India,960226,2023-10-13,Email
10796,customer10796@example.com,9925516150,803 Sample Street,Chennai,India,880641,2024-09-18,Phone
2563,customer2563@example.com,9375934869,446 Sample Street,Singapore,India,450877,2024-04-09,Phone
3518,customer3518@example.com,9607326275,517 Sample Street,Hyderabad,Singapore,614003,2023-08-14,Phone
5823,customer5823@example.com,9708435517,743 Sample Street,Delhi,Singapore,891327,2025-07-25,Phone
3934,customer3934@example.com,9453130611,361 Sample Street,Singapore,Singapore,659873,2023-12-03,SMS
6982,customer6982@example.com,9802369316,262 Sample Street,Hyderabad,Singapore,969794,2024-11-22,Phone
6431,customer6431@example.com,9543909512,158 Sample Street,Delhi,Singapore,291703,2023-01-01,Phone
9733,customer9733@example.com,9526384211,931 Sample Street,Hyderabad,India,754801,2025-06-10,Email
5602,customer5602@example.com,9319818503,95 Sample Street,Kolkata,India,105901,2023-09-22,Phone
7829,customer7829@example.com,9532285841,392 Sample Street,Hyderabad,India,XX999,2024-07-14,Phone
1324,customer1324@example.com,9331516224,467 Sample Street,Chennai,Singapore,667201,2023-11-16,Phone
326,customer326@example.com,9811786282,149 Sample Street,Singapore,Singapore,302056,2023-01-01,Phone
7224,customer7224@example.com,9260336704,359 Sample Street,Bangalore,Singapore,527387,2023-10-05,SMS
6999,customer6999@example.com,9335614326,155 Sample Street,Singapore,Singapore,388859,2024-07-25,Email
9938,customer9938@example.com,9645461455,591 Sample Street,Bangalore,Singapore,602420,2024-03-23,SMS
6422,customer6422@example.com,9697640491,493 Sample Street,Delhi,Singapore,287604,2024-02-09,Email
3182,customer3182@example.com,9143020436,629 Sample Street,Kolkata,Singapore,976313,2024-08-10,SMS
7300,customer7300@example.com,9313172835,554 Sample Street,Bangalore,India,548532,2024-06-27,SMS
10424,customer10424@example.com,9080788010,10 Sample Street,Chennai,India,714641,2023-09-29,Email
8727,customer8727@example.com,9746175700,956 Sample Street,Mumbai,Singapore,873974,2023-08-30,Phone
2798,customer2798@example.com,9240647786,43 Sample Street,Mumbai,Singapore,529440,2024-04-21,Phone
1030,customer1030@example.com,9272704347,826 Sample Street,Hyderabad,India,241214,2025-01-01,SMS
624,customer624@example.com,9332622944,350 Sample Street,Bangalore,Singapore,569511,2025-02-16,SMS
5176,customer5176@example.com,9950778811,963 Sample Street,Bangalore,Singapore,308432,2023-10-21,SMS
5552,customer5552@example.com,9388896194,676 Sample Street,Chennai,Singapore,518443,2023-08-27,SMS
868,customer868@example.com,9715419071,183 Sample Street,Singapore,India,276072,2024-03-08,SMS
380,customer380@example.com,9798153342,686 Sample Street,Hyderabad,India,184080,2023-07-29,Email
2677,customer2677@example.com,9429660814,397 Sample Street,Pune,Singapore,598685,2024-03-12,Phone
6521,customer6521@example.com,9776655851,770 Sample Street,Kolkata,Singapore,688316,2025-06-03,Phone
6927,customer6927@example.com,9312675407,515 Sample Street,Pune,India,895326,2024-04-12,SMS
2877,customer2877@example.com,9266847997,129 Sample Street,Delhi,India,155147,2025-04-16,Email
0,customer0@example.com,9203729189,405 Sample Street,Chennai,India,792095,2025-03-06,Phone
1584,customer1584@example.com,9618833599,314 Sample Street,Hyderabad,India,766165,2025-12-21,Phone
7264,customer7264@example.com,9081483265,824 Sample Street,Bangalore,Singapore,516978,2025-09-23,Phone
6274,customer6274@example.com,9933397529,805 Sample Street,Kolkata,Singapore,959877,2024-09-20,Phone
1377,customer1377@example.com,9576495383,273 Sample Street,Hyderabad,India,389910,2024-05-29,Email
454,customer454@example.com,9327496337,766 Sample Street,Kolkata,India,209079,2025-07-24,Email
1755,,9122025795,117 Sample Street,Kolkata,Singapore,275006,2023-08-18,Phone
2075,customer2075@example.com,9236060130,763 Sample Street,Chennai,India,518267,2023-12-01,Phone
4785,customer4785@example.com,9850053356,137 Sample Street,Chennai,Singapore,604409,2024-11-28,SMS
9076,customer9076@example.com,9483912055,849 Sample Street,Bangalore,Singapore,845466,2023-08-09,Email
7079,customer7079@example.com,9242929244,980 Sample Street,Hyderabad,India,757456,2025-10-20,SMS
4653,customer4653@example.com,9435936612,641 Sample Street,Bangalore,India,889271,2025-02-23,SMS
7375,customer7375@example.com,9358583783,725 Sample Street,Kolkata,India,574013,2024-11-20,Email
709,customer709@example.com,9956267959,729 Sample Street,Mumbai,India,526188,2024-05-30,Email
460,customer460@example.com,9837319843,690 Sample Street,Hyderabad,Singapore,988736,2024-08-01,Phone
3726,customer3726@example.com,9517376499,492 Sample Street,Pune,India,595479,2023-07-21,SMS
6798,customer6798@example.com,9849414269,933 Sample Street,Pune,India,721527,2025-03-03,SMS
5341,customer5341@example.com,9228488014,708 Sample Street,Pune,India,191006,2024-08-30,SMS
1606,customer1606@example.com,9865600719,43 Sample Street,Kolkata,India,277832,2024-11-05,Phone
9617,customer9617@example.com,9500155109,853 Sample Street,Chennai,Singapore,488612,2024-08-06,Email
3233,customer3233@example.com,9581912657,936 Sample Street,Bangalore,India,613317,2024-06-10,Email
89,customer89@example.com,9922064393,878 Sample Street,Delhi,Singapore,965139,2025-06-02,Email
2936,customer2936@example.com,9774538799,881 Sample Street,Kolkata,India,391262,2025-10-28,SMS
9449,customer9449@example.com,9872709325,679 Sample Street,Chennai,Singapore,279635,2023-11-03,Email
7297,customer7297@example.com,9812427977,508 Sample Street,Chennai,Singapore,657531,2025-03-11,Phone
11004,customer11004@example.com,123,828 Sample Street,Delhi,India,522355,2024-10-05,Email
313,customer313@example.com,9162217500,520 Sample Street,Delhi,India,919812,2023-01-01,Email
9940,customer9940@example.com,9435528606,533 Sample Street,Singapore,India,477501,2025-04-08,SMS
10735,customer10735@example.com,9135964820,196 Sample Street,Delhi,India,595384,2024-03-07,Email
9529,customer9529@example.com,9428351528,395 Sample Street,Singapore,India,842849,2025-01-03,Phone
6439,customer6439@example.com,9847152947,218 Sample Street,Kolkata,India,321373,2024-11-11,Phone
7411,customer7411@example.com,9423182198,279 Sample Street,Delhi,Singapore,439119,2023-07-21,Phone
2176,customer2176@example.com,9504203112,936 Sample Street,Kolkata,Singapore,765847,2025-07-30,Email
9265,customer9265@example.com,9658307662,516 Sample Street,Hyderabad,India,854105,2023-10-10,Email
8867,customer8867@example.com,9542844330,551 Sample Street,Singapore,Singapore,198696,2023-08-19,Email
8932,customer8932@example.com,123,501 Sample Street,Chennai,Singapore,174567,2024-01-31,Email
10236,customer10236@example.com,9223087795,727 Sample Street,Mumbai,India,153909,2025-10-11,SMS
6340,customer6340@example.com,9229283686,633 Sample Street,Bangalore,India,216219,2023-11-07,Phone
10089,customer10089@example.com,9375437080,376 Sample Street,Kolkata,India,688595,2025-10-05,SMS
2227,customer2227@example.com,9428833718,637 Sample Street,Hyderabad,India,976141,2024-05-14,SMS
10992,customer10992@example.com,9876021444,304 Sample Street,Singapore,Singapore,420787,2023-08-17,Email
5304,customer5304@example.com,9204883201,728 Sample Street,Bangalore,India,159871,2025-10-29,SMS
309,customer309@example.com,9767582935,232 Sample Street,Mumbai,Singapore,573620,2023-10-06,Email
3406,customer3406@example.com,9538236635,76 Sample Street,Delhi,Singapore,607820,2024-06-02,Email
2661,,9517168076,934 Sample Street,Singapore,India,664485,2025-06-02,Phone
3153,customer3153@example.com,9810597290,441 Sample Street,Kolkata,India,306940,2024-04-21,Email
10264,customer10264@example.com,9027237050,302 Sample Street,Bangalore,India,875024,2025-06-26,SMS
1184,customer1184@example.com,9730964409,363 Sample Street,Chennai,India,951765,2024-12-16,Email
4200,customer4200@example.com,9887408074,819 Sample Street,Bangalore,India,476742,2025-07-03,SMS
9396,customer9396@example.com,9862072774,109 Sample Street,Bangalore,India,303196,2025-05-07,Email
2387,customer2387@example.com,9096947866,689 Sample Street,Bangalore,Singapore,253262,2023-09-03,Phone
6690,customer6690@example.com,9111303142,751 Sample Street,Delhi,Singapore,110651,2025-10-10,Email
1225,customer1225@example.com,9009286189,450 Sample Street,Delhi,India,527826,2023-01-01,SMS
9703,customer9703@example.com,9912588623,454 Sample Street,Chennai,India,946490,2024-04-13,Email
291,customer291@example.com,9152710820,311 Sample Street,Kolkata,India,320972,2025-01-10,SMS
4557,customer4557@example.com,9408678545,107 Sample Street,Hyderabad,India,483395,2023-01-01,SMS
2379,customer2379@example.com,9684591228,63 Sample Street,Kolkata,India,182279,2025-10-19,Email
5726,customer5726@example.com,9985307617,668 Sample Street,Singapore,India,569924,2025-12-26,SMS
3066,customer3066@example.com,9347003291,988 Sample Street,Pune,India,609346,2024-11-01,Email
6336,customer6336@example.com,9005471375,833 Sample Street,Mumbai,Singapore,248510,2024-12-10,SMS
10967,customer10967@example.com,9014772395,363 Sample Street,Singapore,India,303199,2023-01-01,SMS
2304,customer2304@example.com,9215494949,124 Sample Street,Singapore,Singapore,XX999,2025-11-28,Phone
3445,customer3445@example.com,9653180305,68 Sample Street,Kolkata,India,652004,2025-07-21,Email
7828,customer7828@example.com,9801546229,354 Sample Street,Hyderabad,India,347199,2025-09-15,Email
3762,customer3762@example.com,9290446320,604 Sample Street,Kolkata,India,256951,2023-01-01,Phone
4391,,9213202175,761 Sample Street,Pune,India,275767,2023-12-02,SMS
4669,customer4669@example.com,9246474043,886 Sample Street,Mumbai,Singapore,306846,2025-10-30,Phone
10144,customer10144@example.com,9415545640,184 Sample Street,Hyderabad,India,670387,2023-01-01,Phone
8652,customer8652@example.com,9950229356,762 Sample Street,Hyderabad,Singapore,990083,2025-09-22,Phone
1672,customer1672@example.com,9076821024,974 Sample Street,Mumbai,India,824698,2025-10-12,Phone
8962,customer8962@example.com,9236287300,881 Sample Street,Pune,Singapore,508288,2023-08-22,Phone
9974,customer9974@example.com,9725246155,683 Sample Street,Singapore,India,742613,2023-10-15,Phone
10983,customer10983@example.com,9418727822,370 Sample Street,Singapore,Singapore,372647,2023-10-31,SMS
8148,customer8148@example.com,9076620384,1 Sample Street,Pune,India,881198,2024-07-02,SMS
10102,customer10102@example.com,9774803217,535 Sample Street,Kolkata,Singapore,439208,2023-10-23,Email
4697,customer4697@example.com,9352721251,936 Sample Street,Chennai,Singapore,695600,2024-12-23,Phone
9262,customer9262@example.com,9195119716,451 Sample Street,Kolkata,India,168487,2025-06-01,Email
7254,customer7254@example.com,9765646008,670 Sample Street,Singapore,Singapore,222258,2025-11-10,SMS
4543,customer4543@example.com,9288506699,484 Sample Street,Delhi,India,220263,2024-06-15,SMS
4927,customer4927@example.com,9331134753,205 Sample Street,Singapore,India,287450,2024-09-18,Email
10451,customer10451@example.com,9716117180,591 Sample Street,Bangalore,Singapore,998488,2025-05-06,Phone
